Company_Name,Product_Name,Product_Category,Technology_Type,Market_Segment,Revenue(Millions),R&D_Expenditure(Millions),Market_Share(Percentage),Number_of_Employees,Industry_Focus,Country,City,Year_Founded,Partnership_Status,Customer_Satisfaction_Index
"RoboSolutions     ","AutoAssist Robotics   ","Robotics         "," AI, Robotics     ","Manufacturing  ",65,15,20,650,"Industrial Automation","Japan        ","Tokyo        ",2011,"Active               ",4.2
"EcoPower Solutions","GreenGen              ","Renewable Energy ","Green Tech       ","Energy         ",30,8,10,300,"Sustainable Energy   ","Australia    ","Sydney       ",2014,"Inactive            ",4.1
"DataCrafters       ","Smart Analytics       ","Big Data          ","Data Analytics   ","Finance        ",90,18,25,900,"Financial Analytics  ","USA          ","New York     ",2009,"Active               ",4.4
"Mobile Innovate   ","AppFlow               ","Mobile Apps       ","Mobile App Dev   ","SMB            ",25,6,8,250,"App Development      ","India        ","Mumbai       ",2013,"Active               ",4.2
"TechNest           ","SmartHome Solutions   ","IoT              ","IoT              ","Consumer       ",75,20,18,750,"Smart Home           ","France       ","Paris        ",2010,"Inactive            ",4.3
"SecureWare         ","ShieldGuard           ","Cybersecurity    ","Security         ","B2G            ",55,12,14,550,"Government Security  ","USA          ","Washington   ",2011,"Active               ",4.5
"BioTech Systems    ","HealthDNA             ","Biotechnology    ","Genetic Engineering ","Healthcare   ",50,15,16,500,"Genetic Medicine     ","Brazil       ","Sao Paulo    ",2012,"Inactive            ",4.3
"TechFusion         ","FusionWare            ","Software         ","SaaS             ","Enterprise     ",100,22,20,1000,"Enterprise Software  ","Germany      ","Munich       ",2007,"Active               ",4.6
"SolarSolutions     ","SolarHarmony          ","Solar Energy      ","Solar Tech       ","Energy         ",35,9,12,350,"Solar Power          ","South Africa ","Cape Town    ",2013,"Active               ",4.2
"NanoMed Tech       ","NanoHealth            ","MedTech           ","Nanotechnology   ","Healthcare     ",45,10,14,450,"Nanomedicine         ","Australia    ","Melbourne    ",2011,"Inactive            ",4.4
"RoboLogistics      ","AutoPilot Logistics   ","Robotics         "," AI, Robotics     ","Logistics      ",70,18,20,700,"Automated Logistics  ","Canada       ","Vancouver   ",2014,"Active               ",4.2
"GreenData          ","EcoInsights           ","Environmental Tech"," AI, IoT          ","Sustainability ",40,12,15,400,"Environmental Data   ","USA          ","Seattle      ",2012,"Inactive            ",4.3
"SmartGridTech      ","GridConnect           ","Smart Grid        ","IoT              ","Energy         ",60,15,18,600,"Smart Grid Solutions ","India        ","Delhi        ",2010,"Active               ",4.5
"FinTech Dynamics   ","FinSight              ","Fintech           ","Blockchain       ","Finance        ",85,20,22,850,"Blockchain Finance   ","UK           ","Manchester   ",2009,"Active               ",4.4
"QuantumSoft        ","QuantumFlow           ","Quantum Computing ","Quantum Computing","B2B            ",110,25,25,1100,"Quantum Solutions    ","Japan        ","Osaka        ",2011,"Inactive            ",4.2
"AeroTech Systems   ","SkyFlyer              ","Aerospace         "," AI, IoT          ","Aerospace      ",95,20,22,950,"Smart Aerospace      ","France       ","Lyon         ",2013,"Active               ",4.6
"AgriTech Innovate  ","CropGuard             ","Agriculture       ","IoT              ","Agriculture    ",30,8,12,300,"Precision Farming    ","Brazil       ","Brasilia     ",2010,"Inactive            ",4.1
"HealthCoders       ","MediCode              ","Health Tech        ","AI              ","Healthcare     ",48,15,16,480,"AI in Healthcare     ","Germany      ","Hamburg      ",2012,"Active               ",4.3
"TechVista           ","Visionary Systems     ","Augmented Reality  ","AR              ","Consumer       ",42,10,14,420,"AR Technology        ","South Africa ","Johannesburg ",2014,"Active               ",4
"TechWare Solutions","DataFlow Pro      ","Data Management   ","Big Data          ","Enterprise      ",65,15,18,800,"IT Services          ","USA        ","San Francisco",2005,"Active               ",4.5
"InnovateHub        ","CloudSync Suite   ","Cloud Services    ","Cloud Computing  ","B2B             ",120,25,22,1200,"Technology           ","Germany    ","Berlin      ",2010,"Active               ",4.8
"GlobalSoft Labs    ","ERP Harmony       ","Enterprise Software","ERP              ","Manufacturing   ",55,12,15,600,"Manufacturing        ","India      ","Mumbai      ",2008,"Active               ",4.2
"CyberGuard Systems ","SafeNet Defender  ","Cybersecurity     ","Security         ","B2G             ",75,20,20,900,"Government           ","UK         ","London      ",2012,"Active               ",4.6
"MobileMinds        ","AppGenius         ","Mobile Apps       ","Mobile Apps      ","SMB             ",30,7,10,350,"Technology           ","Canada     ","Toronto     ",2015,"Inactive             ",4
"DataDynamics Tech  ","Analytix Pro      ","Big Data          ","Analytics        ","Finance         ",90,22,25,1200,"Financial Services   ","USA        ","New York    ",2009,"Active               ",4.7
"EcoEnergy Solutions","EcoPower Suite    ","Renewable Energy  ","Green Tech        ","Energy          ",40,8,12,500,"Energy               ","Australia  ","Sydney      ",2011,"Active               ",4.4
"HealthTech Innovate","MediCare Connect  ","Health Tech        ","Health Tech      ","Healthcare      ",50,12,15,600,"Healthcare           ","France     ","Paris       ",2013,"Active               ",4.9
"TechPulse Systems  ","PulseTech Pro     ","Wearable Tech     ","IoT              ","Consumer        ",20,5,8,250,"Consumer Electronics ","Japan      ","Tokyo       ",2016,"Inactive             ",3.8
"SecureNet Solutions","SafeShield        ","Network Security  ","Security         ","B2B             ",45,10,14,500,"IT Services          ","USA        ","Washington  ",2010,"Active               ",4.3
"CodeCrafters       ","CodeMaster IDE    ","Software Development","DevOps          ","Enterprise      ",80,18,20,800,"IT Services          ","Canada     ","Vancouver   ",2007,"Active               ",4.6
"SmartGrid Tech     ","GridOptimizer     ","Smart Grid        ","IoT              ","Energy          ",35,9,11,400,"Energy               ","Germany    ","Munich      ",2014,"Inactive             ",4.1
"MedTech Innovations","HealthFlow Pro    ","Health Tech        ","MedTech         ","Healthcare      ",65,15,18,700,"Medical Devices      ","USA        ","Boston      ",2006,"Active               ",4.8
"InfoCyber Systems  ","CyberDefender      ","Cybersecurity     ","Security         ","B2G             ",70,18,19,850,"Government           ","UK         ","Manchester  ",2011,"Active               ",4.5
"CloudHarbor Tech   ","CloudNavigator    ","Cloud Services    ","Cloud Computing  ","Enterprise      ",110,28,23,1300,"Technology           ","Australia  ","Melbourne   ",2009,"Active               ",4.7
"FutureTech Labs    ","Innovate360        ","Emerging Tech      ","AI              ","B2B             ",100,25,21,1100,"Technology           ","Japan      ","Osaka       ",2012,"Inactive             ",4.2
"NanoSoft Solutions ","NanoVision        ","Nanotechnology    ","Nanotech         ","Research        ",25,6,9,300,"Research & Development","Canada   ","Montreal    ",2013,"Active               ",4
"GeoTech Innovations","GeoMapping Pro    ","Geospatial Tech   ","GIS              ","B2B             ",40,10,14,550,"Technology           ","USA        ","Los Angeles ",2008,"Active               ",4.4
"SolarEdge Systems  ","SolarOptimizer    ","Solar Energy      ","Green Tech        ","Energy          ",50,12,16,600,"Energy               ","Germany    ","Hamburg     ",2010,"Active               ",4.6
"HealthConnect Tech ","MediConnect       ","Health Tech        ","Health Tech      ","Healthcare      ",55,14,17,650,"Healthcare           ","France     ","Lyon        ",2014,"Inactive             ",4.1
"RoboLogic Solutions","RoboAssist         ","Robotics           ","AI              ","Manufacturing   ",75,20,22,800,"Robotics             ","Japan      ","Kyoto       ",2011,"Active               ",4.8
"TechInnovate       ","QuantumLeap        ","Quantum Computing ","Quantum Computing","Research        ",30,7,10,350,"Research & Development","Canada   ","Toronto     ",2015,"Inactive             ",3.9
"GreenScape Tech    ","EcoHarvest         ","AgTech             ","AgTech           ","Agriculture     ",35,9,12,400,"Agriculture          ","USA        ","Chicago     ",2013,"Active               ",4.3
"Visionary Systems  ","VisionaryAI        ","AI Solutions       ","AI              ","B2B             ",90,20,21,950,"Technology           ","UK         ","Birmingham  ",2007,"Active               ",4.7
"AeroTech Solutions ","AeroFlight Pro     ","Aerospace Tech    ","Aerospace Tech   ","Aerospace       ",120,30,25,1400,"Aerospace            ","Germany    ","Frankfurt   ",2009,"Active               ",4.9
"BioTech Innovations","BioHealth Pro      ","Biotechnology      ","Biotech          ","Healthcare      ",65,15,17,750,"Biotechnology        ","USA        ","San Diego   ",2008,"Inactive             ",4.2
"EduTech Ventures   ","LearnSmart         ","EdTech             ","EdTech           ","Education       ",40,8,13,500,"Education            ","Australia  ","Perth       ",2012,"Active               ",4.5
"CyberSafe Systems   ","SafeGuard Pro     ","Cybersecurity     ","Security         ","B2B             ",55,14,16,650,"IT Services          ","Canada     ","Ottawa      ",2010,"Active               ",4.4
"QuantumSoft Labs   ","QuantumSolutions   ","Quantum Computing ","Quantum Computing","Enterprise      ",100,25,20,1100,"Technology           ","Japan      ","Tokyo       ",2011,"Active               ",4.6
"InnovateTech Inc.    ","TechSuite Pro      ","Software         ","SaaS             ","B2B            ",120,25,23,1200,"IT Services         ","USA          ","San Fran  ",2005,"Active              ",4.5
"GreenEco Systems     ","EcoHarmony         ","Renewable Energy ","Green Tech       ","Energy         ",45,10,15,500,"Energy Solutions    ","Canada       ","Vancouver ",2010,"Active              ",4.2
"MedTech Solutions    ","HealthGenius        ","Health Tech       ","AI              ","Healthcare     ",80,15,18,800,"Medical Technology ","Germany      ","Berlin    ",2008,"Active              ",4.6
"CyberDefenders       ","SecureShield       ","Cybersecurity    ","Security         ","B2B            ",60,12,20,600,"IT Security        ","UK           ","London    ",2012,"Active              ",4.4
"SmartRetailTech      ","ShopConnect        ","Retail Tech       ","IoT              ","Retail         ",35,8,12,400,"Retail Solutions   ","France       ","Paris     ",2011,"Inactive            ",4.1
"DataInsights Co.     ","BigInsights        ","Big Data          ","Big Data         ","Enterprise     ",90,20,25,900,"Data Analytics     ","Japan        ","Tokyo     ",2007,"Active              ",4.7
"EnergyTech Dynamics   ","PowerFlow          ","Energy Tech       ","Smart Grid       ","Energy         ",55,13,16,550,"Power Solutions    ","Australia    ","Sydney    ",2009,"Active              ",4.3
"CloudSolutions Corp.  ","CloudWave          ","Cloud Services    ","Cloud Computing  ","SMB            ",25,5,10,250,"Cloud Solutions    ","USA          ","New York  ",2013,"Active              ",4
"MobileInnovators Ltd. ","AppLaunch          ","Mobile Apps       ","Mobile App Dev   ","Consumer       ",40,7,14,400,"Mobile Technology  ","South Korea  ","Seoul     ",2010,"Inactive            ",4.2
"FinTech Systems      ","FinanceMaster       ","FinTech           ","Blockchain       ","Finance        ",75,18,22,750,"Financial Services ","Singapore    ","Singapore ",2011,"Active              ",4.5
"TechInMotion         ","MotionControl       ","Robotics          ","AI              ","Manufacturing  ",65,15,19,650,"Industrial Tech    ","China        ","Beijing   ",2006,"Active              ",4.3
"EduTech Solutions    ","LearnSphere         ","EdTech            ","E-Learning       ","Education      ",30,6,11,300,"Educational Tech   ","India        ","Mumbai    ",2014,"Active              ",4
"AutoTech Innovations ","AutoPilot           ","Automotive Tech   ","Autonomous Vehicles ","Automotive  ",50,11,17,500,"Auto Technology    ","Germany      ","Stuttgart ",2008,"Inactive            ",4.4
"AeroDynamics Ltd.    ","SkyNavigator        ","Aerospace         ","UAVs             ","Aerospace      ",70,17,21,700,"Aviation Tech      ","USA          ","Los Angeles",2009,"Active              ",4.6
"AgriTech Solutions   ","CropGuard           ","AgriTech          ","Precision Farming ","Agriculture ",38,9,13,380,"Agricultural Tech  ","Brazil       ","Sao Paulo ",2012,"Active              ",4.1
"MedConnect Health    ","TeleHealth          ","Health Tech       ","Telemedicine     ","Healthcare     ",48,14,16,480,"Medical Technology ","Canada       ","Toronto   ",2007,"Active              ",4.5
"QuantumTech Labs     ","QuantumCompute      ","Quantum Computing ","Quantum Computing","B2B            ",100,30,30,1000,"Quantum Tech       ","USA          ","Boston    ",2015,"Active              ",4.8
"RoboInnovate          ","RoboAssistant       ","Robotics          ","AI              ","B2B            ",42,10,14,420,"Robotic Solutions  ","France       ","Lyon      ",2010,"Active              ",4.2
"CleanEnergy Systems   ","SolarHarvest        ","Renewable Energy ","Solar Power      ","Energy         ",58,12,18,580,"Clean Energy       ","Australia    ","Melbourne ",2008,"Active              ",4.4
"MedSimTech           ","SimulateLife        ","MedTech           ","Simulation Tech  ","Healthcare     ",32,8,12,320,"Medical Simulation ","Japan        ","Osaka     ",2013,"Inactive            ",4
"SecureNet Solutions  ","SafeGuard           ","Cybersecurity    ","Network Security ","B2G            ",78,20,25,780,"Cybersecurity      ","USA          ",Washington,2006,"Active              ",4.6
"TechEd Innovations   ","EduSphere           ","EdTech            ","Learning Platforms","Education     ",28,5,10,280,"Educational Tech   ","UK           ",Manchester,2014,"Active              ",3.9
"AeroSky Systems      ","SkyCargo            ","Aerospace         ","Drone Delivery   ","Logistics      ",55,13,17,550,"Aviation Tech      ","Germany      ","Munich    ",2007,"Active              ",4.3
"BioTech Solutions    ","BioCure             ","Biotechnology     ","Genetic Engineering","Biotech      ",90,22,28,900,"BioTech            ","Canada       ","Montreal  ",2009,"Active              ",4.7
"SmartGrid Dynamics   ","GridOptimizer       ","Energy Tech       ","Smart Grid       ","Energy         ",45,11,16,450,"Power Solutions    ","USA          ","Chicago   ",2011,"Active              ",4.2
"AutoVision Tech      ","DriveAssist          ","Automotive Tech   ","ADAS             ","Automotive    ",65,15,20,650,"Auto Technology    ","Japan        ","Nagoya    ",2008,"Active              ",4.5
"AquaTech Innovations ","AquaHarvest         ","Water Tech        ","Water Purification ","Environmental ",40,9,14,400,"Water Solutions    ","Australia    ","Perth     ",2012,"Active              ",4.1
"MedRehab Solutions   ","RehabGenius         ","Health Tech       ","Rehabilitation Tech ","Healthcare   ",36,8,13,360,"Medical Technology ","France       ","Marseille ",2010,"Active              ",4.3
"CloudVision Corp.    ","VisionCloud         ","Cloud Services    ","Cloud Computing  ","SMB            ",22,5,9,220,"Cloud Solutions    ","India        ","Bangalore ",2013,"Active              ",3.8
"TechFarm Innovations ","AgriSense            ","AgriTech         ","IoT              ","Agriculture    ",50,12,18,500,"Agricultural Tech  ","USA          ","Austin    ",2012,"Inactive            ",4
"TechGear Solutions ","QuantumX Pro      ","Electronics      ","IoT              ","Consumer        ",75,12,15,600,"Consumer Electronics ","USA        ","San Francisco ",2010,"Active              ",4.2
"InnovateSoft      ","EnterpriseSuite    ","Software         ","SaaS             ","B2B             ",120,20,22,1200,"Business Services    ","Germany    ","Berlin        ",2005,"Active              ",4.5
"CloudConnect      ","SkyLink Services   ","Cloud Computing  ","Public Cloud    ","Enterprise      ",90,18,18,800,"IT                   ","Japan      ","Tokyo         ",2012,"Active              ",4.4
"HealthSolutions   ","MediTech           ","Health Tech      ","Wearables       ","Healthcare      ",45,8,12,500,"Healthcare          ","Canada     ","Toronto       ",2014,"Active              ",4.3
"SecureNet         ","CyberGuard         ","Cybersecurity    ","Network Security","B2G             ",60,15,20,700,"Security             ","UAE        ","Dubai         ",2008,"Inactive           ",4.6
"GlobalERP         ","EnterpriseManager  ","ERP Solutions    ","Cloud ERP       ","Manufacturing   ",65,14,14,550,"Manufacturing        ","UK         ","London        ",2006,"Active              ",4.1
"MobileInnovator   ","AppXperience       ","Mobile Apps      ","App Development ","SMB             ",30,5,10,300,"Technology           ","Australia  ","Sydney        ",2015,"Active              ",4.2
"DataDynamics      ","DataInsight        ","Big Data         ","Analytics       ","Finance         ",85,20,25,800,"Finance              ","France     ","Paris         ",2009,"Active              ",4.7
"GreenTech         ","EcoPower           ","Renewable Tech   ","Solar Energy    ","Energy          ",50,10,16,450,"Green Energy         ","Brazil     ","Rio de Janeiro ",2011,"Active              ",4.4
"CareTech          ","HealthHub          ","Health Tech      ","Telemedicine    ","Healthcare      ",55,12,18,600,"Healthcare           ","India      ","Mumbai        ",2013,"Active              ",4.5
"QuantumSystems    ","QuantumCompute     ","Quantum Computing","Quantum Computing ","Enterprise    ",100,25,30,1000,"Technology           ","South Korea","Seoul         ",2016,"Active              ",4.8
"AutoTech          ","AutoConnect        ","Automotive Tech  ","Connected Cars  ","Automotive      ",70,15,20,700,"Automotive          ","China      ","Beijing       ",2007,"Active              ",4.3
"EduInnovate       ","EduTechSuite       ","EdTech           ","AI in Education ","Education       ",40,8,12,400,"Education            ","Singapore  ","Singapore     ",2017,"Active              ",4.2
"AeroTech          ","SkyVoyager         ","Aerospace Tech   ","Drone Technology","B2B             ",80,18,25,750,"Aerospace            ","Russia     ","Moscow        ",2010,"Active              ",4.6
"FinTechGlobal     ","FinConnect         ","FinTech          ","Blockchain      ","Finance         ",95,22,28,900,"Financial Services   ","USA        ","New York      ",2012,"Active              ",4.7
"GreenBuild        ","EcoHomes           ","Construction Tech","Sustainable Tech","Construction    ",60,12,15,550,"Construction         ","Canada     ","Vancouver     ",2008,"Active              ",4.4
"SmartRetail       ","ShopConnect        ","Retail Tech      ","AI in Retail    ","Retail          ",35,6,10,350,"Retail               ","Australia  ","Melbourne     ",2014,"Active              ",4
"EnergySys         ","PowerGrid Solutions ","Energy Tech     ","Smart Grid      ","Energy          ",75,20,22,700,"Smart Energy         ","USA        ","Chicago       ",2011,"Active              ",4.5
"TechEd            ","EduHub             ","EdTech           ","Virtual Reality ","Education       ",50,10,18,500,"Education            ","UK         ","Manchester    ",2013,"Inactive           ",4.1
"AgriTechGlobal    ","AgriConnect        ","Agriculture Tech ","Precision Farming ","Agriculture   ",45,8,14,450,"Agriculture          ","Brazil     ","Sao Paulo     ",2009,"Active              ",4.2
"AutoDrive         ","AutoPilot          ","Automotive Tech  ","Autonomous Vehicles ","Automotive ",90,22,25,900,"Automotive          ","Germany    ","Munich        ",2015,"Active              ",4.8
"MedConnect        ","TeleHealth         ","Health Tech      ","Telehealth      ","Healthcare      ",65,15,20,650,"Healthcare           ","South Africa","Johannesburg  ",2012,"Active              ",4.4
"SecureNet         ","SafeGuard          ","Cybersecurity    ","Endpoint Security ","B2B           ",55,12,16,550,"Security             ","USA        ","Washington DC ",2007,"Active              ",4.3
"InfraTech         ","SmartInfra         ","Infrastructure Tech ","Smart Cities   ","Infrastructure  ",75,18,22,750,"Smart Infrastructure ","China      ","Shanghai      ",2010,"Active              ",4.6
"BioTechGlobal     ","BioConnect         ","Biotechnology    ","Genetic Engineering ","Healthcare ",80,20,25,800,"Biotechnology        ","Japan      ","Osaka         ",2014,"Active              ",4.7
"GreenTransit      ","EcoMover           ","Transportation Tech ","Electric Vehicles ","Transportation ",40,8,12,400,"Transportation       ","France     ","Lyon          ",2016,"Active              ",4.2
"SpaceTech         ","StarNavigator       ","Space Technology ","Satellite Systems ","Aerospace     ",100,25,30,1000,"Aerospace            ","Russia     ","St. Petersburg ",2008,"Active              ",4.8
"EduByte           ","LearnSys           ","EdTech           ","Machine Learning in Education ","Education ",30,6,10,300,"Education            ","India      ","Delhi         ",2015,"Active              ",4
"AquaTechGlobal    ","AquaConnect         ","Water Technology ","Water Management ","Environmental ",45,10,14,450,"Environmental        ","Australia  ","Brisbane      ",2009,"Active              ",4.1
"RoboTech          ","RoboAssistant       ","Robotics         ","AI in Robotics  ","Technology      ",70,15,20,700,"Technology           ","Singapore  ","Singapore     ",2011,"Active              ",4.5
"AgroInnovate      ","AgriHarvest         ","Agriculture Tech ","Smart Farming   ","Agriculture    ",55,12,16,550,"Agriculture          ","USA        ","Los Angeles   ",2013,"Active              ",4.3
"RetailInSync      ","ShopFlow            ","Retail Tech      ","IoT in Retail   ","Retail         ",40,8,12,400,"Retail               ","Germany    ","Hamburg       ",2006,"Inactive           ",4.2
"AeroNav           ","SkyGuide            ","Aerospace Tech   ","Air Traffic Management ","Aerospace ",85,18,25,800,"Aerospace            ","Canada     ","Montreal      ",2017,"Active              ",4.4
"EduVista          ","VirtualLearn        ","EdTech           ","Virtual Learning","Education      ",50,12,18,500,"Education            ","South Korea","Busan         ",2009,"Active              ",4.6
"EnviroTech        ","EcoSolutions        ","Environmental Tech ","Pollution Control ","Environmental ",65,15,20,650,"Environmental        ","Brazil     ","Brasilia      ",2014,"Active              ",4.7
"SmartLogistics    ","IntelliCargo        ","Logistics Tech   ","AI in Logistics ","Transportation ",75,20,22,750,"Transportation       ","India      ","Mumbai        ",2010,"Active              ",4.5
"QuantumSys        ","QuantumHub          ","Quantum Computing ","Quantum Networking ","Enterprise ",90,22,28,900,"Technology           ","USA        ","Austin        ",2012,"Active              ",4.8
"HealthConnect      ","MediLink            ","Health Tech      ","Health Information Systems ","Healthcare ",55,15,18,550,"Healthcare           ","France     ","Marseille     ",2015,"Active              ",4.4
"TechGrowth Inc.  ","InnovatePro         ","Software         ","SaaS             ","B2B             ",120,25,18,1200,"Technology           ","USA           ","San Francisco ",2005,"Active               ",4.5
"DataInSync Corp. ","DataHarmony         ","Big Data         ","Analytics        ","Enterprise      ",85,20,15,900,"Finance              ","Canada        ","Toronto       ",2010,"Inactive            ",4.2
"MedTech Innovate ","HealthTrack         ","Health Tech       ","IoT              ","Healthcare      ",55,12,10,600,"Healthcare           ","UK            ","London        ",2008,"Active               ",4.6
"CloudSynergy     ","CloudWare           ","Cloud Services    ","Cloud Computing ","SMB             ",40,10,12,500,"IT                   ","Germany       ","Berlin        ",2012,"Active               ",4.3
"RoboTech Labs    ","RoboAssist          ","Robotics         ","AI               ","Manufacturing   ",70,15,20,800,"Robotics            ","Japan         ","Tokyo         ",2011,"Active               ",4.8
"FinTech Solutions ","FinAnalytics       ","Finance Tech     ","Blockchain       ","Finance         ",95,22,25,1000,"Finance              ","Australia     ","Sydney        ",2007,"Inactive            ",4.7
"GreenEcoTech      ","EcoSolutions       ","Renewable Tech   ","Green Tech        ","Energy          ",30,8,8,400,"Energy               ","France        ","Paris         ",2009,"Active               ",4.1
"MobileInnovate    ","MobileConnect      ","Mobile Apps      ","Mobile           ","Consumer        ",25,5,10,300,"Technology           ","Spain         ","Barcelona     ",2013,"Active               ",4.2
"SecureTech        ","CyberGuard          ","Cybersecurity    ","Security         ","B2G             ",65,18,22,700,"Security             ","India         ","Mumbai        ",2006,"Inactive            ",4.4
"SmartSys Solutions ","SmartOffice         ","ERP Solutions    ","ERP              ","Enterprise      ",50,12,15,600,"Business Services    ","South Korea   ","Seoul         ",2010,"Active               ",4.3
"TechInnovate Labs ","QuantumTech         ","Quantum Computing ","Quantum Computing ","Research        ",80,30,10,500,"Research             ","Sweden        ","Stockholm     ",2015,"Active               ",4.9
"AutoTech Solutions ","AutoAssist          ","Automotive Tech  ","AI               ","Manufacturing   ",75,16,18,700,"Automotive          ","Italy         ","Milan         ",2011,"Active               ",4.6
"EduTech Innovators ","LearnMaster         ","EdTech           ","AI               ","Education       ",35,7,8,400,"Education            ","Brazil        ","Sao Paulo     ",2014,"Inactive            ",4
"AeroTech Dynamics ","FlightMaster        ","Aerospace Tech   ","IoT              ","B2B             ",90,25,20,1000,"Aerospace            ","China         ","Beijing       ",2008,"Active               ",4.7
"AgriTech Solutions ","CropMonitor        ","AgriTech         ","IoT              ","Agriculture     ",40,10,12,500,"Agriculture          ","Mexico        ","Mexico City   ",2012,"Inactive            ",4.2
"TechSavvy Innovate ","SmartLearn          ","eLearning        ","AI               ","Education       ",60,15,15,600,"Education            ","USA           ","New York      ",2009,"Active               ",4.5
"AeroDrones         ","DroneTech           ","Drones           ","Robotics         ","Consumer        ",28,6,10,350,"Technology           ","Germany       ","Munich        ",2013,"Active               ",4.2
"NanoTech Solutions ","NanoWare            ","Nanotechnology   ","Nanotech         ","Research        ",45,12,18,550,"Research             ","Canada        ","Vancouver     ",2010,"Inactive            ",4.4
"SpaceTech Dynamics ","StarNavigator       ","SpaceTech        ","AI               ","Aerospace       ",100,30,25,1200,"Aerospace            ","USA           ","Houston       ",2007,"Active               ",4.8
"EcoLivingTech      ","GreenHome           ","Smart Home       ","IoT              ","Consumer        ",32,8,10,400,"Technology           ","UK            ","Manchester    ",2014,"Inactive            ",4.1
"MedInnovate Labs   ","MediConnect         ","Health Tech       ","IoT              ","Healthcare      ",50,12,15,600,"Healthcare           ","Australia     ","Melbourne     ",2011,"Active               ",4.6
"SecureSys          ","CyberShield         ","Cybersecurity    ","Security         ","B2G             ",70,20,22,800,"Security             ","France        ","Lyon          ",2006,"Inactive            ",4.3
"RoboTech Solutions ","RoboAssist Pro      ","Robotics         ","AI               ","Manufacturing   ",85,18,20,900,"Robotics            ","Japan         ","Osaka         ",2010,"Active               ",4.7
"GreenTech Innovate ","EcoPower            ","Renewable Tech   ","Green Tech        ","Energy          ",38,10,12,450,"Energy               ","Spain         ","Madrid        ",2012,"Inactive            ",4
"MobileConnect Tech ","MobileSync          ","Mobile Apps      ","Mobile           ","Consumer        ",22,5,8,250,"Technology           ","India         ","Delhi         ",2008,"Active               ",4.2
"FinAnalytics Corp  ","FinData             ","Finance Tech     ","Blockchain       ","Finance         ",78,22,25,850,"Finance              ","South Korea   ","Busan         ",2005,"Inactive            ",4.5
"TechNurture        ","TechLearn           ","EdTech           ","AI               ","Education       ",42,10,15,550,"Education            ","Sweden        ","Gothenburg    ",2013,"Active               ",4.3
"AutoTech Innovate  ","AutoDrive           ","Automotive Tech  ","AI               ","Manufacturing   ",68,16,18,750,"Automotive          ","Italy         ","Rome          ",2009,"Active               ",4.6
"EduTech Solutions  ","LearnBoost          ","eLearning        ","AI               ","Education       ",30,7,10,350,"Education            ","Brazil        ","Rio de Janeiro ",2014,"Inactive            ",4.1
"AeroTech Dynamics  ","SkyMaster           ","Aerospace Tech   ","IoT              ","B2B             ",88,25,20,950,"Aerospace            ","China         ","Shanghai      ",2006,"Active               ",4.8
"AgriTech Innovate  ","AgriSolutions       ","AgriTech         ","IoT              ","Agriculture     ",48,12,15,600,"Agriculture          ","Mexico        ","Guadalajara   ",2010,"Inactive            ",4.4
"TechMaster Innovate ","MasterLearn         ","eLearning        ","AI               ","Education       ",65,15,18,700,"Education            ","USA           ","Los Angeles   ",2008,"Active               ",4.5
"AeroDrones Tech    ","SkyGuard            ","Drones           ","Robotics         ","Consumer        ",26,6,8,300,"Technology           ","Germany       ","Hamburg       ",2012,"Active               ",4.2
"NanoTech Innovate  ","NanoSolutions       ","Nanotechnology   ","Nanotech         ","Research        ",40,12,12,500,"Research             ","Canada        ","Montreal      ",2009,"Inactive            ",4.4
"SpaceTech Innovate ","StarSeeker          ","SpaceTech        ","AI               ","Aerospace       ",95,30,25,1100,"Aerospace            ","USA           ","Washington DC ",2007,"Active               ",4.9
"EcoTech Living     ","GreenLiving         ","Smart Home       ","IoT              ","Consumer        ",35,8,10,450,"Technology           ","UK            ","Birmingham    ",2014,"Inactive            ",4.1
"MediTech Innovators ","HealthLink          ","Health Tech       ","IoT              ","Healthcare      ",48,12,15,600,"Healthcare           ","Australia     ","Brisbane      ",2011,"Active               ",4.6
"SecureSys Tech     ","CyberGuard Pro      ","Cybersecurity    ","Security         ","B2G             ",75,20,22,800,"Security             ","France        ","Marseille     ",2006,"Inactive            ",4.3
"RoboTech Dynamics  ","RoboAssist Ultra    ","Robotics         ","AI               ","Manufacturing   ",90,18,20,1000,"Robotics            ","Japan         ","Nagoya        ",2010,"Active               ",4.7
"GreenTech Solutions ","EcoSustain          ","Renewable Tech   ","Green Tech        ","Energy          ",32,10,12,400,"Energy               ","Spain         ","Valencia      ",2012,"Inactive            ",4
"MobileConnect Innovate ","MobileSync Pro   ","Mobile Apps      ","Mobile           ","Consumer        ",24,5,8,250,"Technology           ","India         ","Chennai       ",2008,"Active               ",4.2
"FinTech Dynamics    ","FinSecure           ","Finance Tech     ","Blockchain       ","Finance         ",80,22,25,900,"Finance              ","South Korea   ","Incheon       ",2005,"Inactive            ",4.5
"TechNest            ","NestLearn           ","EdTech           ","AI               ","Education       ",40,10,15,550,"Education            ","Sweden        ","Malmo         ",2013,"Active               ",4.3
"AutoTech Dynamics   ","AutoNavigate        ","Automotive Tech  ","AI               ","Manufacturing   ",60,16,18,700,"Automotive          ","Italy         ","Turin         ",2009,"Active               ",4.6
"EduTech Innovations ","LearnEase           ","eLearning        ","AI               ","Education       ",28,7,10,350,"Education            ","Brazil        ","Brasilia      ",2014,"Inactive            ",4.1
